demo_cat,demo_group,year,title,product_scenario,demand_scenario,refining_scenario,oil_price_scenario,scenario,scenario_title,sum_demo_emp,bau_sum_demo_emp,gap_emp,pop_2020,gap_emp_pc,gap_emp_pmil
Race,asian,2045,Asian,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",1627.70732861244,1627.70732861244,0,3847285.01356629,0,0
Race,asian,2045,Asian,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",1134.20905436336,1627.70732861244,-493.498274249082,3847285.01356629,-0.000128271826108258,-128.271826108258
Race,asian,2045,Asian,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",736.507207840067,1627.70732861244,-891.200120772377,3847285.01356629,-0.000231643904111557,-231.643904111557
Race,asian,2045,Asian,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",1614.10298138005,1627.70732861244,-13.604347232395,3847285.01356629,-3.53609030379173e-06,-3.53609030379173
Race,asian,2045,Asian,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",536.206305438526,1627.70732861244,-1091.50102317392,3847285.01356629,-0.000283706826846743,-283.706826846743
Race,asian,2045,Asian,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",1984.2496481737,2423.96743823812,-439.717790064415,3847285.01356629,-0.000114293011438946,-114.293011438946
Race,asian,2045,Asian,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",2423.96743823812,2423.96743823812,0,3847285.01356629,0,0
Race,asian,2045,Asian,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",1689.74220485368,2423.96743823812,-734.225233384442,3847285.01356629,-0.000190842433247191,-190.842433247191
Race,asian,2045,Asian,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",1100.07722297812,2423.96743823812,-1323.89021526001,3847285.01356629,-0.000344110251928752,-344.110251928752
Race,asian,2045,Asian,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",2405.81435565616,2423.96743823812,-18.1530825819636,3847285.01356629,-4.71841376917808e-06,-4.71841376917808
Race,asian,2045,Asian,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",802.55940862309,2423.96743823812,-1621.40802961503,3847285.01356629,-0.000421442140079985,-421.442140079985
Race,black,2020,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",728.826943203809,795.928459676373,-67.1015164725633,1293179.54364969,-5.18887859014419e-05,-51.8887859014419
Race,black,2020,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",795.928459676373,795.928459676373,0,1293179.54364969,0,0
Race,black,2020,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",709.18230474772,795.928459676373,-86.7461549286522,1293179.54364969,-6.70797456970528e-05,-67.0797456970529
Race,black,2020,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",729.767930162468,795.928459676373,-66.1605295139045,1293179.54364969,-5.11611321403849e-05,-51.1611321403849
Race,black,2020,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",795.971327612623,795.928459676373,0.0428679362503317,1293179.54364969,3.31492532965277e-08,0.0331492532965277
Race,black,2020,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",710.123291706381,795.928459676373,-85.805167969992,1293179.54364969,-6.63520919359946e-05,-66.3520919359946
Race,black,2020,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",728.826943203809,795.928459676373,-67.1015164725633,1293179.54364969,-5.18887859014419e-05,-51.8887859014419
Race,black,2020,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",795.928459676373,795.928459676373,0,1293179.54364969,0,0
Race,black,2020,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",709.18230474772,795.928459676373,-86.7461549286522,1293179.54364969,-6.70797456970528e-05,-67.0797456970529
Race,black,2020,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",729.767930162468,795.928459676373,-66.1605295139045,1293179.54364969,-5.11611321403849e-05,-51.1611321403849
Race,black,2020,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",795.971327612623,795.928459676373,0.0428679362503317,1293179.54364969,3.31492532965277e-08,0.0331492532965277
Race,black,2020,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",710.123291706381,795.928459676373,-85.805167969992,1293179.54364969,-6.63520919359946e-05,-66.3520919359946
Race,black,2021,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",724.708486567603,799.230087144244,-74.5216005766409,1293179.54364969,-5.76266466188611e-05,-57.6266466188611
Race,black,2021,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",799.230087144244,799.230087144244,0,1293179.54364969,0,0
Race,black,2021,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",702.129953810485,799.230087144244,-97.1001333337584,1293179.54364969,-7.50863511649096e-05,-75.0863511649096
Race,black,2021,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",721.815015260197,799.230087144244,-77.4150718840465,1293179.54364969,-5.98641327603751e-05,-59.8641327603751
Race,black,2021,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",799.120045775107,799.230087144244,-0.110041369136638,1293179.54364969,-8.50936512853217e-08,-0.0850936512853217
Race,black,2021,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",699.236482503082,799.230087144244,-99.9936046411614,1293179.54364969,-7.73238373064216e-05,-77.3238373064216
Race,black,2021,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",752.838939537235,830.263649864532,-77.4247103272973,1293179.54364969,-5.98715860512179e-05,-59.8715860512179
Race,black,2021,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",830.263649864532,830.263649864532,0,1293179.54364969,0,0
Race,black,2021,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",729.379956588818,830.263649864532,-100.883693275714,1293179.54364969,-7.80121320130025e-05,-78.0121320130025
Race,black,2021,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",749.833861011995,830.263649864532,-80.4297888525368,1293179.54364969,-6.21953766957547e-05,-62.1953766957547
Race,black,2021,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",830.150089285434,830.263649864532,-0.113560579097793,1293179.54364969,-8.78150135110362e-08,-0.0878150135110362
Race,black,2021,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",726.374878063576,830.263649864532,-103.888771800957,1293179.54364969,-8.03359226575416e-05,-80.3359226575416
Race,black,2022,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",716.833778444125,757.170441737736,-40.3366632936118,1293179.54364969,-3.11918507307741e-05,-31.1918507307741
Race,black,2022,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",757.170441737736,757.170441737736,0,1293179.54364969,0,0
Race,black,2022,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",691.325990478829,757.170441737736,-65.8444512589069,1293179.54364969,-5.09167126732276e-05,-50.9167126732276
Race,black,2022,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",712.771083767236,757.170441737736,-44.3993579705007,1293179.54364969,-3.43334830716499e-05,-34.3334830716499
Race,black,2022,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",754.087420081389,757.170441737736,-3.083021656347,1293179.54364969,-2.3840631190669e-06,-2.3840631190669
Race,black,2022,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",687.263295801942,757.170441737736,-69.9071459357944,1293179.54364969,-5.40583450141022e-05,-54.0583450141022
Race,black,2022,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",765.756341376111,808.867070731287,-43.1107293551763,1293179.54364969,-3.33370022491281e-05,-33.3370022491282
Race,black,2022,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",808.867070731287,808.867070731287,0,1293179.54364969,0,0
Race,black,2022,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",738.501720276071,808.867070731287,-70.3653504552164,1293179.54364969,-5.44126689915206e-05,-54.4126689915206
Race,black,2022,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",761.418162526937,808.867070731287,-47.4489082043509,1293179.54364969,-3.66916631471278e-05,-36.6916631471278
Race,black,2022,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",805.575442352867,808.867070731287,-3.29162837842046,1293179.54364969,-2.54537615800093e-06,-2.54537615800093
Race,black,2022,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",734.1635414269,808.867070731287,-74.7035293043875,1293179.54364969,-5.77673298895175e-05,-57.7673298895175
Race,black,2023,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",725.476196439594,752.370843422231,-26.8946469826373,1293179.54364969,-2.07973031391554e-05,-20.7973031391554
Race,black,2023,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",752.370843422231,752.370843422231,0,1293179.54364969,0,0
Race,black,2023,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",696.368212054212,752.370843422231,-56.002631368019,1293179.54364969,-4.33061531502152e-05,-43.3061531502152
Race,black,2023,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",720.133356751971,752.370843422231,-32.2374866702604,1293179.54364969,-2.49288560343893e-05,-24.9288560343893
Race,black,2023,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",749.311866246677,752.370843422231,-3.05897717555422,1293179.54364969,-2.36546981474899e-06,-2.36546981474899
Race,black,2023,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",691.025372366587,752.370843422231,-61.3454710556445,1293179.54364969,-4.74377060454509e-05,-47.4377060454509
Race,black,2023,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",787.065415153299,816.27102660712,-29.2056114538209,1293179.54364969,-2.25843438347277e-05,-22.5843438347277
Race,black,2023,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",816.27102660712,816.27102660712,0,1293179.54364969,0,0
Race,black,2023,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",755.480287500872,816.27102660712,-60.7907391062483,1293179.54364969,-4.70087385814045e-05,-47.0087385814045
Race,black,2023,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",781.271983370688,816.27102660712,-34.9990432364323,1293179.54364969,-2.70643341122268e-05,-27.0643341122268
Race,black,2023,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",812.955363692476,816.27102660712,-3.31566291464446,1293179.54364969,-2.56396177230487e-06,-2.56396177230487
Race,black,2023,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",749.686855718258,816.27102660712,-66.5841708888626,1293179.54364969,-5.14887288589058e-05,-51.4887288589058
Race,black,2024,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",718.088599448784,747.61513046466,-29.5265310158752,1293179.54364969,-2.28325070257016e-05,-22.8325070257016
Race,black,2024,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",747.61513046466,747.61513046466,0,1293179.54364969,0,0
Race,black,2024,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",685.973581669832,747.61513046466,-61.6415487948279,1293179.54364969,-4.76666593571835e-05,-47.6666593571835
Race,black,2024,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",712.228484107884,747.61513046466,-35.3866463567754,1293179.54364969,-2.73640628871262e-05,-27.3640628871262
Race,black,2024,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",741.640090239366,747.61513046466,-5.97504022529313,1293179.54364969,-4.62042587561352e-06,-4.62042587561352
Race,black,2024,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",680.113466328935,747.61513046466,-67.5016641357249,1293179.54364969,-5.21982152186057e-05,-52.1982152186057
Race,black,2024,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",793.885435545061,826.562665800681,-32.6772302556193,1293179.54364969,-2.52689043962106e-05,-25.2689043962106
Race,black,2024,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",826.562665800681,826.562665800681,0,1293179.54364969,0,0
Race,black,2024,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",758.375205649692,826.562665800681,-68.1874601509883,1293179.54364969,-5.27285329294224e-05,-52.7285329294224
Race,black,2024,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",787.416115520102,826.562665800681,-39.1465502805787,1293179.54364969,-3.02715508243324e-05,-30.2715508243324
Race,black,2024,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",819.967184296522,826.562665800681,-6.59548150415833,1293179.54364969,-5.10020556429786e-06,-5.10020556429786
Race,black,2024,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",751.905885624734,826.562665800681,-74.6567801759464,1293179.54364969,-5.77311793575433e-05,-57.7311793575433
Race,black,2025,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",709.570355295416,739.564017701949,-29.9936624065335,1293179.54364969,-2.31937340439855e-05,-23.1937340439855
Race,black,2025,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",739.564017701949,739.564017701949,0,1293179.54364969,0,0
Race,black,2025,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",674.448304122893,739.564017701949,-65.1157135790562,1293179.54364969,-5.03531886958887e-05,-50.3531886958887
Race,black,2025,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",702.817759325458,739.564017701949,-36.7462583764914,1293179.54364969,-2.84154343122253e-05,-28.4154343122253
Race,black,2025,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",732.799846859703,739.564017701949,-6.76417084224602,1293179.54364969,-5.23065097608624e-06,-5.23065097608624
Race,black,2025,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",667.695708152938,739.564017701949,-71.8683095490115,1293179.54364969,-5.55748889641266e-05,-55.5748889641266
Race,black,2025,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",799.747687172563,833.594860425319,-33.8471732527563,1293179.54364969,-2.61736070748774e-05,-26.1736070748774
Race,black,2025,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",833.594860425319,833.594860425319,0,1293179.54364969,0,0
Race,black,2025,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",760.158346318491,833.594860425319,-73.4365141068278,1293179.54364969,-5.67875624598659e-05,-56.7875624598659
Race,black,2025,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",792.155325247296,833.594860425319,-41.4395351780235,1293179.54364969,-3.20446881343871e-05,-32.0446881343871
Race,black,2025,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",825.991176587404,833.594860425319,-7.6036838379149,1293179.54364969,-5.87983615674534e-06,-5.87983615674534
Race,black,2025,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",752.565984393222,833.594860425319,-81.0288760320975,1293179.54364969,-6.26586435193776e-05,-62.6586435193776
Race,black,2026,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",700.869124711904,731.309830801589,-30.4407060896848,1293179.54364969,-2.35394274825699e-05,-23.5394274825699
Race,black,2026,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",731.309830801589,731.309830801589,0,1293179.54364969,0,0
Race,black,2026,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",663.431637192907,731.309830801589,-67.8781936086812,1293179.54364969,-5.24893808767737e-05,-52.4893808767737
Race,black,2026,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",688.801573828809,731.309830801589,-42.5082569727795,1293179.54364969,-3.28711176893581e-05,-32.8711176893581
Race,black,2026,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",724.094297330059,731.309830801589,-7.2155334715294,1293179.54364969,-5.57968420314264e-06,-5.57968420314264
Race,black,2026,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",651.470535139833,731.309830801589,-79.8392956617554,1293179.54364969,-6.17387554990453e-05,-61.7387554990453
Race,black,2026,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",804.212094125075,839.190434369999,-34.9783402449235,1293179.54364969,-2.70483247408983e-05,-27.0483247408983
Race,black,2026,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",839.190434369999,839.190434369999,0,1293179.54364969,0,0
Race,black,2026,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",761.253794401941,839.190434369999,-77.9366399680578,1293179.54364969,-6.02674550110034e-05,-60.2674550110034
Race,black,2026,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",790.399554228141,839.190434369999,-48.7908801418579,1293179.54364969,-3.77293937113768e-05,-37.7293937113768
Race,black,2026,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",830.947738022265,839.190434369999,-8.24269634773373,1293179.54364969,-6.37397675226958e-06,-6.37397675226958
Race,black,2026,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",747.565108927429,839.190434369999,-91.6253254425701,1293179.54364969,-7.08527488642291e-05,-70.8527488642291
Race,black,2027,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",692.210620952,725.360317615626,-33.149696663626,1293179.54364969,-2.563425691847e-05,-25.63425691847
Race,black,2027,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",725.360317615626,725.360317615626,0,1293179.54364969,0,0
Race,black,2027,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",651.983713164349,725.360317615626,-73.3766044512767,1293179.54364969,-5.67412350524727e-05,-56.7412350524727
Race,black,2027,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",674.773739181365,725.360317615626,-50.5865784342615,1293179.54364969,-3.91179853429268e-05,-39.1179853429268
Race,black,2027,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",729.186682408991,725.360317615626,3.82636479336509,1293179.54364969,2.95888131864975e-06,2.95888131864975
Race,black,2027,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",634.956040505277,725.360317615626,-90.4042771103487,1293179.54364969,-6.99085270520164e-05,-69.9085270520164
Race,black,2027,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",804.699487877699,843.290572042612,-38.591084164913,1293179.54364969,-2.98420156384463e-05,-29.8420156384463
Race,black,2027,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",843.290572042612,843.290572042612,0,1293179.54364969,0,0
Race,black,2027,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",757.939074155825,843.290572042612,-85.351497886787,1293179.54364969,-6.60012743829079e-05,-66.0012743829079
Race,black,2027,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",784.481665349399,843.290572042612,-58.8089066932128,1293179.54364969,-4.54762117000695e-05,-45.4762117000696
Race,black,2027,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",847.791292063688,843.290572042612,4.5007200210764,1293179.54364969,3.4803520077144e-06,3.4803520077144
Race,black,2027,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",738.199146301311,843.290572042612,-105.091425741301,1293179.54364969,-8.126592031042e-05,-81.26592031042
Race,black,2028,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",684.468453074805,727.144880638155,-42.6764275633501,1293179.54364969,-3.3001161960006e-05,-33.001161960006
Race,black,2028,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",727.144880638155,727.144880638155,0,1293179.54364969,0,0
Race,black,2028,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",641.448001895606,727.144880638155,-85.6968787425493,1293179.54364969,-6.62683531945535e-05,-66.2683531945535
Race,black,2028,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",661.740768571719,727.144880638155,-65.4041120664357,1293179.54364969,-5.05762037356762e-05,-50.5762037356762
Race,black,2028,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",733.881117132657,727.144880638155,6.73623649450235,1293179.54364969,5.20904968500423e-06,5.20904968500423
Race,black,2028,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",617.758580028144,727.144880638155,-109.38630061001,1293179.54364969,-8.45870947674392e-05,-84.5870947674392
Race,black,2028,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",809.222199567911,859.735408249708,-50.513208681797,1293179.54364969,-3.90612494064323e-05,-39.0612494064323
Race,black,2028,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",859.735408249708,859.735408249708,0,1293179.54364969,0,0
Race,black,2028,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",758.369984136335,859.735408249708,-101.365424113373,1293179.54364969,-7.83846486059419e-05,-78.3846486059419
Race,black,2028,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",782.434019420601,859.735408249708,-77.3013888291076,1293179.54364969,-5.9776223037787e-05,-59.776223037787
Race,black,2028,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",867.7750814607,859.735408249708,8.03967321099162,1293179.54364969,6.21698143190663e-06,6.21698143190663
Race,black,2028,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",730.443546449672,859.735408249708,-129.291861800036,1293179.54364969,-9.99798229371465e-05,-99.9798229371465
Race,black,2029,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",677.080062149182,729.670789268275,-52.5907271190929,1293179.54364969,-4.06677691255988e-05,-40.6677691255988
Race,black,2029,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",729.670789268275,729.670789268275,0,1293179.54364969,0,0
Race,black,2029,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",631.327365140462,729.670789268275,-98.3434241278128,1293179.54364969,-7.60477728021136e-05,-76.0477728021136
Race,black,2029,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",643.158319790379,729.670789268275,-86.5124694778959,1293179.54364969,-6.68990395824968e-05,-66.8990395824968
Race,black,2029,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",735.561116187563,729.670789268275,5.89032691928856,1293179.54364969,4.5549181072448e-06,4.5549181072448
Race,black,2029,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",596.180557021532,729.670789268275,-133.490232246743,1293179.54364969,-0.000103226371699322,-103.226371699322
Race,black,2029,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",813.660871672765,876.921212768643,-63.2603410958777,1293179.54364969,-4.89184517389909e-05,-48.9184517389909
Race,black,2029,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",876.921212768643,876.921212768643,0,1293179.54364969,0,0
Race,black,2029,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",758.695028555697,876.921212768643,-118.226184212946,1293179.54364969,-9.14228691549515e-05,-91.4228691549515
Race,black,2029,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",772.997211478911,876.921212768643,-103.924001289732,1293179.54364969,-8.03631651923839e-05,-80.3631651923839
Race,black,2029,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",884.089527266771,876.921212768643,7.16831449812798,1293179.54364969,5.54317034577976e-06,5.54317034577976
Race,black,2029,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",716.557471030757,876.921212768643,-160.363741737886,1293179.54364969,-0.000124007329473599,-124.007329473599
Race,black,2030,Black,2020 prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",672.521594039302,733.597732940758,-61.0761389014563,1293179.54364969,-4.72294347690371e-05,-47.2294347690371
Race,black,2030,Black,2020 prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",733.597732940758,733.597732940758,0,1293179.54364969,0,0
Race,black,2030,Black,2020 prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",622.548257045192,733.597732940758,-111.049475895566,1293179.54364969,-8.58732079709176e-05,-85.8732079709176
Race,black,2030,Black,2020 prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",623.231921408874,733.597732940758,-110.365811531884,1293179.54364969,-8.53445386403212e-05,-85.3445386403212
Race,black,2030,Black,2020 prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",735.820308125846,733.597732940758,2.22257518508764,1293179.54364969,1.71869033654441e-06,1.71869033654441
Race,black,2030,Black,2020 prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",576.261830534246,733.597732940758,-157.335902406512,1293179.54364969,-0.000121665938174732,-121.665938174732
Race,black,2030,Black,changing prices,BAU,historical exports,reference case,BAU demand - historical exports,"BAU demand
historical exports",817.450409472957,891.745647308394,-74.2952378354371,1293179.54364969,-5.7451603066467e-05,-57.451603066467
Race,black,2030,Black,changing prices,BAU,historical production,reference case,BAU demand - historical production,"BAU demand
historical production",891.745647308394,891.745647308394,0,1293179.54364969,0,0
Race,black,2030,Black,changing prices,BAU,low exports,reference case,BAU demand - low exports,"BAU demand
low exports",756.730083516455,891.745647308394,-135.01556379194,1293179.54364969,-0.00010440589201627,-104.40589201627
Race,black,2030,Black,changing prices,LC1,historical exports,reference case,Low demand - historical exports,"Low demand
historical exports",757.650116851816,891.745647308394,-134.095530456578,1293179.54364969,-0.000103694441437053,-103.694441437053
Race,black,2030,Black,changing prices,LC1,historical production,reference case,Low demand - historical production,"Low demand
historical production",894.542723821809,891.745647308394,2.79707651341516,1293179.54364969,2.16294522067762e-06,2.16294522067762
Race,black,2030,Black,changing prices,LC1,low exports,reference case,Low demand - low exports,"Low demand
low exports",700.581332985787,891.745647308394,-191.164314322607,1293179.54364969,-0.00014782503733634,-147.82503733634
